Category	Term	Count	Percentage	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-71291~Metabolism of amino acids and derivatives	19	5.33707865168539	0.000180546218126605	ENSG00000149273, ENSG00000137818, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000174444, ENSG00000177600, ENSG00000171766, ENSG00000060982, ENSG00000116251, ENSG00000185088, ENSG00000089009, ENSG00000122406, ENSG00000140988, ENSG00000084110, ENSG00000089157, ENSG00000182774, ENSG00000142676, ENSG00000127884	201	376	10946	2.75185243992802	0.144754862891464	0.00333050151310141	0.00304623725477442
GOTERM_MF_DIRECT	GO:0010997~anaphase-promoting complex binding	4	1.12359550561798	0.000189405442589553	ENSG00000162063, ENSG00000117399, ENSG00000166851, ENSG00000092853	255	9	18913	32.963834422658	0.0848343051258166	0.0110802183914888	0.010914488629223
REACTOME_PATHWAY	R-HSA-2980767~Activation of NIMA Kinases NEK9, NEK6, NEK7	4	1.12359550561798	0.000199243540950135	ENSG00000166851, ENSG00000119638, ENSG00000170312, ENSG00000157456	201	7	10946	31.1186922530206	0.158493968631631	0.00359883645841181	0.00329166933278036
GOTERM_BP_DIRECT	GO:0007080~mitotic metaphase plate congression	6	1.68539325842697	0.000230051880906835	ENSG00000134690, ENSG00000118193, ENSG00000146670, ENSG00000237649, ENSG00000142945, ENSG00000175203	259	42	19357	10.676778819636	0.289578216094756	0.0179803706919289	0.017774534798486
GOTERM_CC_DIRECT	GO:0032991~macromolecular complex	22	6.17977528089888	0.000230069851040647	ENSG00000132964, ENSG00000135679, ENSG00000095574, ENSG00000131747, ENSG00000134574, ENSG00000132341, ENSG00000080824, ENSG00000051180, ENSG00000198707, ENSG00000117650, ENSG00000085999, ENSG00000134690, ENSG00000138160, ENSG00000121957, ENSG00000122406, ENSG00000185201, ENSG00000149554, ENSG00000185885, ENSG00000160049, ENSG00000142676, ENSG00000107796, ENSG00000092529	267	683	20587	2.483612175849	0.0801318777407118	0.00417576779638774	0.0038421665123788
REACTOME_PATHWAY	R-HSA-9754678~SARS-CoV-2 modulates host translation machinery	7	1.96629213483146	0.000313502517104207	ENSG00000149273, ENSG00000185088, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000140988, ENSG00000182774	201	51	10946	7.47458784508828	0.237791962607406	0.00554707514957852	0.00507362236864563
GOTERM_CC_DIRECT	GO:0000922~spindle pole	9	2.52808988764045	0.000323953027025719	ENSG00000117399, ENSG00000117650, ENSG00000166851, ENSG00000138160, ENSG00000117724, ENSG00000169607, ENSG00000129810, ENSG00000198901, ENSG00000133112	267	132	20587	5.25715015321757	0.110960844978855	0.00559975946715885	0.00515239576317095
REACTOME_PATHWAY	R-HSA-9692914~SARS-CoV-1-host interactions	9	2.52808988764045	0.000362060722077158	ENSG00000149273, ENSG00000185088, ENSG00000182481, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000140988, ENSG00000135486, ENSG00000182774	201	96	10946	5.10541044776119	0.26918969976499	0.00627813292081792	0.00574228305214372
GOTERM_CC_DIRECT	GO:0000793~condensed chromosome	5	1.40449438202247	0.000436988184383536	ENSG00000051180, ENSG00000131747, ENSG00000148773, ENSG00000189403, ENSG00000129810	267	28	20587	13.7687265917603	0.146714750520766	0.00721030504232835	0.00663427516291369
GOTERM_CC_DIRECT	GO:0005602~complement component C1 complex	3	0.842696629213483	0.000494714439642616	ENSG00000173372, ENSG00000159189, ENSG00000173369	267	3	20587	77.1048689138577	0.16441715275985	0.00780788441696825	0.0071841140365493
REACTOME_PATHWAY	R-HSA-2262752~Cellular responses to stress	29	8.14606741573034	0.000520787263778804	ENSG00000149273, ENSG00000123080, ENSG00000246705, ENSG00000142937, ENSG00000110700, ENSG00000110200, ENSG00000175203, ENSG00000177600, ENSG00000080824, ENSG00000089009, ENSG00000117592, ENSG00000188486, ENSG00000140988, ENSG00000010803, ENSG00000175197, ENSG00000137818, ENSG00000135679, ENSG00000130766, ENSG00000138326, ENSG00000171311, ENSG00000174444, ENSG00000116251, ENSG00000185088, ENSG00000169375, ENSG00000122406, ENSG00000089157, ENSG00000182774, ENSG00000184678, ENSG00000142676	201	789	10946	2.00161423553967	0.363085113948313	0.00885338348423968	0.00809773137601161
REACTOME_PATHWAY	R-HSA-392499~Metabolism of proteins	56	15.7303370786517	0.00053475476012823	ENSG00000129562, ENSG00000162747, ENSG00000142937, ENSG00000110700, ENSG00000177600, ENSG00000066427, ENSG00000256713, ENSG00000019995, ENSG00000140367, ENSG00000166710, ENSG00000143476, ENSG00000254772, ENSG00000085063, ENSG00000198015, ENSG00000138326, ENSG00000155719, ENSG00000092853, ENSG00000149273, ENSG00000149792, ENSG00000131747, ENSG00000134574, ENSG00000175203, ENSG00000136156, ENSG00000170312, ENSG00000178999, ENSG00000117399, ENSG00000134690, ENSG00000089009, ENSG00000116260, ENSG00000188486, ENSG00000140988, ENSG00000010803, ENSG00000143374, ENSG00000103356, ENSG00000110917, ENSG00000162576, ENSG00000172380, ENSG00000137818, ENSG00000135679, ENSG00000162736, ENSG00000174444, ENSG00000162063, ENSG00000172339, ENSG00000084623, ENSG00000102738, ENSG00000116251, ENSG00000150527, ENSG00000185088, ENSG00000169375, ENSG00000122406, ENSG00000089157, ENSG00000140612, ENSG00000184678, ENSG00000165457, ENSG00000182774, ENSG00000142676	201	1970	10946	1.54803646740915	0.370746755134295	0.00891600725059953	0.00815501009195551
GOTERM_CC_DIRECT	GO:0010369~chromocenter	4	1.12359550561798	0.000554216184585383	ENSG00000104147, ENSG00000134690, ENSG00000010803, ENSG00000178999	267	13	20587	23.7245750504177	0.182280772813128	0.00838251979185391	0.00771284190214658
REACTOME_PATHWAY	R-HSA-8953897~Cellular responses to stimuli	29	8.14606741573034	0.000686775419393075	ENSG00000149273, ENSG00000123080, ENSG00000246705, ENSG00000142937, ENSG00000110700, ENSG00000110200, ENSG00000175203, ENSG00000177600, ENSG00000080824, ENSG00000089009, ENSG00000117592, ENSG00000188486, ENSG00000140988, ENSG00000010803, ENSG00000175197, ENSG00000137818, ENSG00000135679, ENSG00000130766, ENSG00000138326, ENSG00000171311, ENSG00000174444, ENSG00000116251, ENSG00000185088, ENSG00000169375, ENSG00000122406, ENSG00000089157, ENSG00000182774, ENSG00000184678, ENSG00000142676	201	803	10946	1.96671685160747	0.448410867886994	0.0112346092191282	0.0102757152373341
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	98	27.5280898876405	0.000692013590359426	ENSG00000142937, ENSG00000110700, ENSG00000253719, ENSG00000241058, ENSG00000198901, ENSG00000151651, ENSG00000198746, ENSG00000139644, ENSG00000142945, ENSG00000019995, ENSG00000102760, ENSG00000254772, ENSG00000175197, ENSG00000163808, ENSG00000138326, ENSG00000237649, ENSG00000132341, ENSG00000117724, ENSG00000171311, ENSG00000135451, ENSG00000110492, ENSG00000081177, ENSG00000166483, ENSG00000138160, ENSG00000166887, ENSG00000123473, ENSG00000149273, ENSG00000259288, ENSG00000131747, ENSG00000229474, ENSG00000157456, ENSG00000117632, ENSG00000117115, ENSG00000100526, ENSG00000117592, ENSG00000102547, ENSG00000140988, ENSG00000149554, ENSG00000107796, ENSG00000132688, ENSG00000135679, ENSG00000146670, ENSG00000174444, ENSG00000226650, ENSG00000162063, ENSG00000116251, ENSG00000121957, ENSG00000101447, ENSG00000122406, ENSG00000166946, ENSG00000121152, ENSG00000089157, ENSG00000124942, ENSG00000143320, ENSG00000111716, ENSG00000135486, ENSG00000075131, ENSG00000177600, ENSG00000066427, ENSG00000065978, ENSG00000117650, ENSG00000182481, ENSG00000160058, ENSG00000142864, ENSG00000156970, ENSG00000130766, ENSG00000066279, ENSG00000139734, ENSG00000133112, ENSG00000051180, ENSG00000117245, ENSG00000168067, ENSG00000126787, ENSG00000057608, ENSG00000162368, ENSG00000137807, ENSG00000123080, ENSG00000137804, ENSG00000175203, ENSG00000168071, ENSG00000170312, ENSG00000080824, ENSG00000143776, ENSG00000122952, ENSG00000166851, ENSG00000089009, ENSG00000143374, ENSG00000092529, ENSG00000137818, ENSG00000171492, ENSG00000165490, ENSG00000198707, ENSG00000122966, ENSG00000184154, ENSG00000138180, ENSG00000182774, ENSG00000142676, ENSG00000166866	267	5634	20587	1.3411922530277	0.222201581568576	0.0100480373320189	0.00924530156720193
GOTERM_BP_DIRECT	GO:0008608~attachment of spindle microtubules to kinetochore	4	1.12359550561798	0.000764109048688872	ENSG00000143228, ENSG00000137812, ENSG00000129810, ENSG00000178999	259	14	19357	21.3535576392719	0.678867053294867	0.0567350968651487	0.0560856041737632
KEGG_PATHWAY	hsa04115:p53 signaling pathway	7	1.96629213483146	0.000819878468654692	ENSG00000075218, ENSG00000135679, ENSG00000130766, ENSG00000134574, ENSG00000149554, ENSG00000170312, ENSG00000157456	126	73	8205	6.24429223744292	0.150598024896055	0.0407889538155709	0.0407889538155709
GOTERM_CC_DIRECT	GO:0015630~microtubule cytoskeleton	10	2.80898876404494	0.000876599629389087	ENSG00000075218, ENSG00000166851, ENSG00000134690, ENSG00000154839, ENSG00000101447, ENSG00000142945, ENSG00000169607, ENSG00000198901, ENSG00000157456, ENSG00000178999	267	191	20587	4.03690413161559	0.272648348731318	0.0122386794410861	0.0112609337006137
REACTOME_PATHWAY	R-HSA-69481~G2/M Checkpoints	11	3.08988764044944	0.000974202353478454	ENSG00000075218, ENSG00000174371, ENSG00000166483, ENSG00000188486, ENSG00000092853, ENSG00000111445, ENSG00000149554, ENSG00000170312, ENSG00000184678, ENSG00000065328, ENSG00000157456	201	167	10946	3.58703488545297	0.570043162230302	0.0156413600086263	0.0143063419686743
REACTOME_PATHWAY	R-HSA-69273~Cyclin A/B1/B2 associated events during G2/M transition	5	1.40449438202247	0.00101251871195692	ENSG00000166851, ENSG00000166483, ENSG00000111206, ENSG00000170312, ENSG00000157456	201	25	10946	10.8915422885572	0.58408959457456	0.0159609767866664	0.0145986788833062
REACTOME_PATHWAY	R-HSA-9678108~SARS-CoV-1 Infection	10	2.80898876404494	0.00116834436111875	ENSG00000137817, ENSG00000149273, ENSG00000185088, ENSG00000182481, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000140988, ENSG00000135486, ENSG00000182774	201	142	10946	3.83505010160465	0.636646007832	0.0180884743051777	0.016544590685128
REACTOME_PATHWAY	R-HSA-9705683~SARS-CoV-2-host interactions	12	3.37078651685393	0.00124825128883978	ENSG00000149273, ENSG00000185088, ENSG00000182481, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000140988, ENSG00000160695, ENSG00000182774, ENSG00000166887, ENSG00000166710, ENSG00000080824	201	203	10946	3.2191750606573	0.660968023111273	0.0189865590776157	0.0173660223166658
GOTERM_CC_DIRECT	GO:0045171~intercellular bridge	7	1.96629213483146	0.00131125825765545	ENSG00000137807, ENSG00000134690, ENSG00000116260, ENSG00000154839, ENSG00000101447, ENSG00000138180, ENSG00000198901	267	93	20587	5.80359228383875	0.378922304518361	0.0176291387973678	0.0162207502984045
REACTOME_PATHWAY	R-HSA-8953854~Metabolism of RNA	26	7.30337078651685	0.0013282222529366	ENSG00000149273, ENSG00000142937, ENSG00000110700, ENSG00000152404, ENSG00000135486, ENSG00000117614, ENSG00000241058, ENSG00000177600, ENSG00000177700, ENSG00000065978, ENSG00000100603, ENSG00000089009, ENSG00000140988, ENSG00000148688, ENSG00000137818, ENSG00000138326, ENSG00000171311, ENSG00000132341, ENSG00000174444, ENSG00000116251, ENSG00000185088, ENSG00000122406, ENSG00000089157, ENSG00000182774, ENSG00000145388, ENSG00000142676	201	716	10946	1.97751466133022	0.683681301989731	0.019854632643035	0.0181600042513573
GOTERM_CC_DIRECT	GO:0097431~mitotic spindle pole	5	1.40449438202247	0.001423808614703	ENSG00000166851, ENSG00000121957, ENSG00000066279, ENSG00000101447, ENSG00000178999	267	38	20587	10.1453774886655	0.403818912026601	0.018458661683471	0.0169840027611001
GOTERM_CC_DIRECT	GO:0000794~condensed nuclear chromosome	5	1.40449438202247	0.00157059646039548	ENSG00000051180, ENSG00000117650, ENSG00000188486, ENSG00000121152, ENSG00000149554	267	39	20587	9.88523960434073	0.434799477550898	0.0196595350042607	0.0180889385438652
REACTOME_PATHWAY	R-HSA-977606~Regulation of Complement cascade	6	1.68539325842697	0.00159350641601712	ENSG00000203710, ENSG00000149131, ENSG00000173372, ENSG00000159189, ENSG00000173369, ENSG00000085063	201	47	10946	6.95204826929184	0.748692308098197	0.0234164417404549	0.0214178065746029
GOTERM_BP_DIRECT	GO:0007076~mitotic chromosome condensation	4	1.12359550561798	0.0016467580045146	ENSG00000166851, ENSG00000137804, ENSG00000146670, ENSG00000121152	259	18	19357	16.6083226083226	0.913628669893837	0.116325786409896	0.114994110740557
GOTERM_BP_DIRECT	GO:0046602~regulation of mitotic centrosome separation	3	0.842696629213483	0.00172334498385032	ENSG00000117650, ENSG00000138160, ENSG00000149554	259	5	19357	44.842471042471	0.922934520356395	0.116325786409896	0.114994110740557
KEGG_PATHWAY	hsa04610:Complement and coagulation cascades	7	1.96629213483146	0.00192855919563611	ENSG00000203710, ENSG00000149131, ENSG00000173372, ENSG00000159189, ENSG00000173369, ENSG00000175899, ENSG00000085063	126	86	8205	5.30038759689923	0.318973343764029	0.076756655986317	0.076756655986317
GOTERM_MF_DIRECT	GO:0017116~single-stranded DNA-dependent ATP-dependent DNA helicase activity	4	1.12359550561798	0.00230440427143724	ENSG00000051180, ENSG00000140451, ENSG00000051341, ENSG00000111445	255	20	18913	14.8337254901961	0.660304522326645	0.119829022114737	0.118036707681397
REACTOME_PATHWAY	R-HSA-194315~Signaling by Rho GTPases	25	7.02247191011236	0.00241281324466893	ENSG00000259288, ENSG00000246705, ENSG00000118193, ENSG00000198901, ENSG00000198826, ENSG00000178999, ENSG00000080824, ENSG00000117399, ENSG00000143776, ENSG00000166851, ENSG00000122952, ENSG00000134690, ENSG00000188486, ENSG00000154839, ENSG00000142945, ENSG00000107890, ENSG00000156970, ENSG00000139734, ENSG00000117724, ENSG00000137812, ENSG00000122966, ENSG00000143228, ENSG00000035499, ENSG00000184678, ENSG00000129810	201	707	10946	1.92566164932058	0.876562597548918	0.034865151385466	0.0318893483837077
GOTERM_CC_DIRECT	GO:1990904~ribonucleoprotein complex	9	2.52808988764045	0.00305962426247541	ENSG00000149273, ENSG00000116251, ENSG00000142937, ENSG00000131747, ENSG00000122406, ENSG00000135486, ENSG00000174444, ENSG00000089157, ENSG00000065978	267	187	20587	3.71092951991828	0.671213329677746	0.0370214535759525	0.0340638167888929
REACTOME_PATHWAY	R-HSA-69275~G2/M Transition	11	3.08988764044944	0.00320183763467639	ENSG00000075218, ENSG00000198707, ENSG00000117650, ENSG00000166851, ENSG00000166483, ENSG00000111206, ENSG00000117724, ENSG00000175203, ENSG00000170312, ENSG00000157456, ENSG00000080824	201	196	10946	3.0563001319931	0.937790023841158	0.0443189469777953	0.0405362456209823
REACTOME_PATHWAY	R-HSA-69478~G2/M DNA replication checkpoint	3	0.842696629213483	0.00320350151031573	ENSG00000166483, ENSG00000170312, ENSG00000157456	201	5	10946	32.6746268656716	0.937879886251963	0.0443189469777953	0.0405362456209823
REACTOME_PATHWAY	R-HSA-9716542~Signaling by Rho GTPases, Miro GTPases and RHOBTB3	25	7.02247191011236	0.00322040791188132	ENSG00000259288, ENSG00000246705, ENSG00000118193, ENSG00000198901, ENSG00000198826, ENSG00000178999, ENSG00000080824, ENSG00000117399, ENSG00000143776, ENSG00000166851, ENSG00000122952, ENSG00000134690, ENSG00000188486, ENSG00000154839, ENSG00000142945, ENSG00000107890, ENSG00000156970, ENSG00000139734, ENSG00000117724, ENSG00000137812, ENSG00000122966, ENSG00000143228, ENSG00000035499, ENSG00000184678, ENSG00000129810	201	723	10946	1.88304673038679	0.938785645783132	0.0443189469777953	0.0405362456209823
REACTOME_PATHWAY	R-HSA-9694516~SARS-CoV-2 Infection	14	3.93258426966292	0.00334468918784444	ENSG00000137817, ENSG00000149273, ENSG00000129562, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000080824, ENSG00000185088, ENSG00000182481, ENSG00000140988, ENSG00000160695, ENSG00000182774, ENSG00000166887, ENSG00000166710	201	299	10946	2.54985939865888	0.945051319565696	0.0453100863415801	0.041442789468135
GOTERM_BP_DIRECT	GO:0000027~ribosomal large subunit assembly	4	1.12359550561798	0.00340273694403573	ENSG00000089009, ENSG00000122406, ENSG00000089157, ENSG00000142676	259	23	19357	12.9978176934699	0.993686654660098	0.219698450517089	0.217183384080193
GOTERM_CC_DIRECT	GO:0005874~microtubule	12	3.37078651685393	0.00343111082695853	ENSG00000117245, ENSG00000163808, ENSG00000137807, ENSG00000117650, ENSG00000138160, ENSG00000137804, ENSG00000118193, ENSG00000237649, ENSG00000142945, ENSG00000175203, ENSG00000226650, ENSG00000117632	267	324	20587	2.85573588569843	0.712816772327753	0.0401772009737402	0.0369674521356177
REACTOME_PATHWAY	R-HSA-453274~Mitotic G2-G2/M phases	11	3.08988764044944	0.00343524098409955	ENSG00000075218, ENSG00000198707, ENSG00000117650, ENSG00000166851, ENSG00000166483, ENSG00000111206, ENSG00000117724, ENSG00000175203, ENSG00000170312, ENSG00000157456, ENSG00000080824	201	198	10946	3.02542841348811	0.949209208270286	0.0456284222541594	0.041733954841463
REACTOME_PATHWAY	R-HSA-73894~DNA Repair	15	4.21348314606742	0.00347344390862113	ENSG00000174371, ENSG00000246705, ENSG00000134574, ENSG00000111445, ENSG00000075131, ENSG00000177700, ENSG00000051180, ENSG00000182481, ENSG00000188486, ENSG00000051341, ENSG00000166803, ENSG00000092853, ENSG00000149554, ENSG00000184678, ENSG00000143476	201	336	10946	2.43114783226723	0.95086769990118	0.0456284222541594	0.041733954841463
GOTERM_BP_DIRECT	GO:0009615~response to virus	7	1.96629213483146	0.00357184709192501	ENSG00000119655, ENSG00000185201, ENSG00000185885, ENSG00000117632, ENSG00000133112, ENSG00000107796, ENSG00000254772	259	110	19357	4.75601965601966	0.995093854488373	0.22100803881286	0.21847798045608
REACTOME_PATHWAY	R-HSA-5693532~DNA Double-Strand Break Repair	10	2.80898876404494	0.00368793070873698	ENSG00000051180, ENSG00000174371, ENSG00000182481, ENSG00000188486, ENSG00000051341, ENSG00000092853, ENSG00000111445, ENSG00000075131, ENSG00000149554, ENSG00000184678	201	168	10946	3.24153044302298	0.959223595004686	0.0477229242458949	0.0436496873437078
REACTOME_PATHWAY	R-HSA-5693538~Homology Directed Repair	9	2.52808988764045	0.00378338713406902	ENSG00000051180, ENSG00000174371, ENSG00000188486, ENSG00000051341, ENSG00000092853, ENSG00000111445, ENSG00000075131, ENSG00000149554, ENSG00000184678	201	138	10946	3.55158987670344	0.962470459346567	0.04823818595938	0.0441209705487755
GOTERM_CC_DIRECT	GO:0051233~spindle midzone	4	1.12359550561798	0.00397504915801268	ENSG00000166851, ENSG00000134690, ENSG00000118193, ENSG00000178999	267	25	20587	12.3367790262172	0.764446767668715	0.0450919638862064	0.0414895755867574
REACTOME_PATHWAY	R-HSA-166658~Complement cascade	6	1.68539325842697	0.00404984961955691	ENSG00000203710, ENSG00000149131, ENSG00000173372, ENSG00000159189, ENSG00000173369, ENSG00000085063	201	58	10946	5.63355635615028	0.970231091173074	0.0508872408718238	0.0465439238885309
GOTERM_MF_DIRECT	GO:0019901~protein kinase binding	16	4.49438202247191	0.00433637414289991	ENSG00000149273, ENSG00000123080, ENSG00000118193, ENSG00000111206, ENSG00000175203, ENSG00000175224, ENSG00000198901, ENSG00000173207, ENSG00000122966, ENSG00000166851, ENSG00000138160, ENSG00000119638, ENSG00000101447, ENSG00000089220, ENSG00000102760, ENSG00000107796	255	516	18913	2.29980240158079	0.869167320754344	0.185556913578169	0.182781489657128
REACTOME_PATHWAY	R-HSA-983189~Kinesins	6	1.68539325842697	0.00436048327433142	ENSG00000163808, ENSG00000137807, ENSG00000138160, ENSG00000237649, ENSG00000142945, ENSG00000226650	201	59	10946	5.53807235011384	0.977278314654251	0.0540076999835048	0.0493980462363545
GOTERM_MF_DIRECT	GO:0003682~chromatin binding	15	4.21348314606742	0.00436138044735012	ENSG00000174371, ENSG00000095574, ENSG00000146670, ENSG00000131747, ENSG00000117724, ENSG00000132341, ENSG00000170312, ENSG00000065978, ENSG00000051180, ENSG00000051341, ENSG00000169375, ENSG00000166803, ENSG00000010803, ENSG00000121152, ENSG00000140534	255	467	18913	2.38228996095226	0.870696134403994	0.185556913578169	0.182781489657128
KEGG_PATHWAY	hsa05322:Systemic lupus erythematosus	8	2.24719101123596	0.00463693315666952	ENSG00000162747, ENSG00000246705, ENSG00000188486, ENSG00000173372, ENSG00000159189, ENSG00000203747, ENSG00000184678, ENSG00000173369	126	136	8205	3.83053221288515	0.603427220140802	0.153791616362872	0.153791616362872
GOTERM_BP_DIRECT	GO:0098883~synapse disassembly	3	0.842696629213483	0.00469938243040778	ENSG00000173372, ENSG00000159189, ENSG00000173369	259	8	19357	28.0265444015444	0.999087883137353	0.279143316366222	0.275947736313545
REACTOME_PATHWAY	R-HSA-176417~Phosphorylation of Emi1	3	0.842696629213483	0.00474754840433185	ENSG00000117399, ENSG00000166851, ENSG00000170312	201	6	10946	27.228855721393	0.983774438308338	0.0571683953688293	0.0522889706199327
REACTOME_PATHWAY	R-HSA-173623~Classical antibody-mediated complement activation	3	0.842696629213483	0.00474754840433185	ENSG00000173372, ENSG00000159189, ENSG00000173369	201	6	10946	27.228855721393	0.983774438308338	0.0571683953688293	0.0522889706199327
GOTERM_CC_DIRECT	GO:0031966~mitochondrial membrane	8	2.24719101123596	0.00485585252284181	ENSG00000154146, ENSG00000126709, ENSG00000165949, ENSG00000198840, ENSG00000175567, ENSG00000066427, ENSG00000139644, ENSG00000229344	267	160	20587	3.85524344569288	0.829149780263024	0.0534143777512599	0.049147113413005
REACTOME_PATHWAY	R-HSA-174143~APC/C-mediated degradation of cell cycle proteins	7	1.96629213483146	0.00540626716731448	ENSG00000117399, ENSG00000117650, ENSG00000166851, ENSG00000156970, ENSG00000110200, ENSG00000170312, ENSG00000178999	201	88	10946	4.33186341022162	0.990854824170577	0.0624964484541553	0.0571622648490717
REACTOME_PATHWAY	R-HSA-2565942~Regulation of PLK1 Activity at G2/M Transition	7	1.96629213483146	0.00540626716731448	ENSG00000198707, ENSG00000117650, ENSG00000166851, ENSG00000175203, ENSG00000170312, ENSG00000157456, ENSG00000080824	201	88	10946	4.33186341022162	0.990854824170577	0.0624964484541553	0.0571622648490717
REACTOME_PATHWAY	R-HSA-453276~Regulation of mitotic cell cycle	7	1.96629213483146	0.00540626716731448	ENSG00000117399, ENSG00000117650, ENSG00000166851, ENSG00000156970, ENSG00000110200, ENSG00000170312, ENSG00000178999	201	88	10946	4.33186341022162	0.990854824170577	0.0624964484541553	0.0571622648490717
GOTERM_MF_DIRECT	GO:0008574~ATP-dependent microtubule motor activity, plus-end-directed	4	1.12359550561798	0.00551769484939412	ENSG00000117245, ENSG00000138160, ENSG00000118193, ENSG00000152763	255	27	18913	10.9879448075527	0.924937308209401	0.215190099126371	0.211971443797557
REACTOME_PATHWAY	R-HSA-422475~Axon guidance	20	5.61797752808989	0.00600846126513576	ENSG00000149273, ENSG00000137818, ENSG00000259288, ENSG00000162736, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000174444, ENSG00000177600, ENSG00000226650, ENSG00000080824, ENSG00000116251, ENSG00000185088, ENSG00000089009, ENSG00000187122, ENSG00000122406, ENSG00000140988, ENSG00000089157, ENSG00000182774, ENSG00000142676	201	553	10946	1.96953748436839	0.994587381818836	0.0685438936430619	0.0626935497796403
REACTOME_PATHWAY	R-HSA-6798695~Neutrophil degranulation	18	5.0561797752809	0.00717117223772501	ENSG00000162747, ENSG00000162736, ENSG00000198168, ENSG00000169385, ENSG00000151651, ENSG00000117115, ENSG00000080824, ENSG00000203710, ENSG00000119655, ENSG00000198707, ENSG00000142583, ENSG00000117592, ENSG00000116260, ENSG00000189403, ENSG00000057608, ENSG00000166710, ENSG00000110917, ENSG00000085063	201	482	10946	2.03369046881774	0.998035680731571	0.080745536754644	0.0738537608378693
REACTOME_PATHWAY	R-HSA-69473~G2/M DNA damage checkpoint	7	1.96629213483146	0.0074261645492459	ENSG00000174371, ENSG00000166483, ENSG00000188486, ENSG00000111445, ENSG00000149554, ENSG00000170312, ENSG00000184678	201	94	10946	4.05536149042024	0.99842744946185	0.0825446751820025	0.075499339584
GOTERM_MF_DIRECT	GO:0008097~5S rRNA binding	3	0.842696629213483	0.0075298104979632	ENSG00000135679, ENSG00000122406, ENSG00000142676	255	10	18913	22.2505882352941	0.970907813168641	0.271073177926675	0.267018664581618
KEGG_PATHWAY	hsa00062:Fatty acid elongation	4	1.12359550561798	0.00773147195147666	ENSG00000149084, ENSG00000074696, ENSG00000097021, ENSG00000127884	126	27	8205	9.64726631393298	0.786590288228291	0.219794702620551	0.219794702620551
REACTOME_PATHWAY	R-HSA-5693607~Processing of DNA double-strand break ends	7	1.96629213483146	0.0086183459587383	ENSG00000174371, ENSG00000188486, ENSG00000092853, ENSG00000111445, ENSG00000075131, ENSG00000149554, ENSG00000184678	201	97	10946	3.92993793917013	0.999444607256087	0.0945836195724824	0.0865107385478414
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	7	1.96629213483146	0.00889178217809733	ENSG00000117133, ENSG00000122406, ENSG00000138326, ENSG00000171311, ENSG00000182774, ENSG00000142676, ENSG00000148688	259	133	19357	3.93355009144483	0.999998278446161	0.507857559018251	0.502043701440265
REACTOME_PATHWAY	R-HSA-380259~Loss of Nlp from mitotic centrosomes	6	1.68539325842697	0.00897649407221236	ENSG00000198707, ENSG00000117650, ENSG00000166851, ENSG00000175203, ENSG00000170312, ENSG00000080824	201	70	10946	4.66780383795309	0.999593832170198	0.0960817328470137	0.0878809851761037
REACTOME_PATHWAY	R-HSA-380284~Loss of proteins required for interphase microtubule organization from the centrosome	6	1.68539325842697	0.00897649407221236	ENSG00000198707, ENSG00000117650, ENSG00000166851, ENSG00000175203, ENSG00000170312, ENSG00000080824	201	70	10946	4.66780383795309	0.999593832170198	0.0960817328470137	0.0878809851761037
REACTOME_PATHWAY	R-HSA-9675108~Nervous system development	20	5.61797752808989	0.00945295733016532	ENSG00000149273, ENSG00000137818, ENSG00000259288, ENSG00000162736, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000174444, ENSG00000177600, ENSG00000226650, ENSG00000080824, ENSG00000116251, ENSG00000185088, ENSG00000089009, ENSG00000187122, ENSG00000122406, ENSG00000140988, ENSG00000089157, ENSG00000182774, ENSG00000142676	201	578	10946	1.88434987691301	0.999732180902605	0.0999477317713821	0.0914170141807451
GOTERM_CC_DIRECT	GO:0005743~mitochondrial inner membrane	14	3.93258426966292	0.0101198107291406	ENSG00000149273, ENSG00000256053, ENSG00000111716, ENSG00000149792, ENSG00000198840, ENSG00000198015, ENSG00000109919, ENSG00000175567, ENSG00000116459, ENSG00000171766, ENSG00000229344, ENSG00000162241, ENSG00000102738, ENSG00000126709	267	481	20587	2.2442165588233	0.975083004894674	0.108043861608178	0.0994122583392049
REACTOME_PATHWAY	R-HSA-5693567~HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	8	2.24719101123596	0.0105816446691208	ENSG00000051180, ENSG00000174371, ENSG00000188486, ENSG00000092853, ENSG00000111445, ENSG00000075131, ENSG00000149554, ENSG00000184678	201	132	10946	3.30046736016885	0.999900218980288	0.110067444791565	0.100672991602896
